ref,region,regular,icu,cases_influenza_regular,cases_influenza_icu,cases_other_regular,cases_other_icu,mechanical_ventilators,children,adults,elderly,population
432240,Uruguaiana,150,28,5,1,54,12,36,33908,76600,13677,124185
432250,Vacaria,87,8,9,2,47,7,10,16152,38290,8035,62477
432253,Vale do Sol,29,0,3,0,7,0,1,2263,7014,1695,10972
432260,Venâncio Aires,91,10,9,3,43,7,21,14312,43352,9509,67173
432270,Vera Cruz,44,0,2,0,6,0,2,5366,15537,3469,24372
432280,Veranópolis,42,0,3,0,20,0,3,4436,15552,3570,23558
432290,Viadutos,33,0,1,0,3,0,0,881,3243,1034,5158
432300,Viamão,275,15,14,2,94,9,19,62556,150341,27353,240250
500020,Água Clara,17,0,1,0,4,0,1,4469,9633,804,14906
500060,Amambai,1,0,3,0,12,0,3,11231,20782,3405,35418
500070,Anastácio,24,0,2,0,7,0,1,6614,14608,2718,23940
500080,Anaurilândia,8,0,1,0,3,0,1,2122,5264,947,8333
500085,Angélica,6,0,1,0,2,0,0,2566,5984,1043,9593
500090,Antônio João,7,0,1,0,3,0,0,2749,4657,858,8264
500100,Aparecida do Taboado,77,0,1,0,6,0,0,5918,14582,2704,23204
500110,Aquidauana,109,10,7,2,42,5,8,13162,27462,5338,45962
500124,Aral Moreira,9,0,2,0,4,0,0,3331,6021,791,10143
500150,Bandeirantes,12,0,1,0,1,0,0,1649,4139,811,6599
500190,Bataguassu,15,0,2,0,6,0,2,5862,13129,1734,20725
500210,Bela Vista,28,0,2,0,9,0,0,7276,13709,2520,23505
500215,Bodoquena,8,0,1,0,4,0,2,2203,4944,735,7882
500220,Bonito,26,0,2,0,9,0,1,6115,12514,1770,20399
500230,Brasilândia,11,0,2,0,4,0,0,3054,7604,990,11648
500240,Caarapó,20,0,4,0,8,0,2,8446,15864,2498,26808
500260,Camapuã,15,0,1,0,2,0,0,3470,8649,1613,13732
500270,Campo Grande,1187,183,75,18,796,156,497,214296,529044,80080,823420
500280,Caracol,4,0,1,0,2,0,0,1548,3395,532,5475
500290,Cassilândia,32,0,1,0,7,0,3,4813,13214,3086,21113
500295,Chapadão do Sul,50,0,4,0,18,0,5,6378,14133,1007,21518
500310,Corguinho,2,0,0,0,0,0,0,1111,3091,613,4815
500315,Coronel Sapucaia,9,0,1,0,4,0,0,5418,7880,1206,14504
500320,Corumbá,138,7,9,2,65,7,18,32117,63941,9729,105787
500325,Costa Rica,45,0,3,0,13,0,4,6186,13273,1890,21349
500330,Coxim,65,0,3,0,21,0,6,8815,20694,3427,32936
500345,Deodápolis,12,0,1,0,1,0,0,3071,7629,1505,12205
500348,Dois Irmãos do Buriti,19,0,1,0,2,0,1,2956,6376,1046,10378
500370,Dourados,383,66,17,8,163,52,116,58634,129992,18231,206857
500375,Eldorado,21,0,0,0,0,0,3,3247,7322,1218,11787
500380,Fátima do Sul,51,0,3,0,16,0,3,4632,11950,2818,19400
500390,Figueirão,10,0,0,0,0,0,2,715,1899,292,2906
500400,Glória de Dourados,8,0,1,0,3,0,0,2308,6240,1366,9914
500410,Guia Lopes da Laguna,12,0,3,0,6,0,0,2700,6005,1394,10099
500430,Iguatemi,32,0,6,0,9,0,0,4397,9230,1468,15095
500440,Inocência,9,0,1,0,2,0,0,1958,4851,842,7651
500450,Itaporã,20,0,2,0,5,0,0,5551,12551,2136,20238
500460,Itaquiraí,14,0,1,0,5,0,0,5313,11667,1741,18721
500470,Ivinhema,29,0,3,0,9,0,3,6057,14329,2790,23176
500500,Jardim,27,0,2,0,8,0,1,7110,14859,2786,24755
500510,Jateí,19,0,1,0,1,0,0,1009,2558,387,3954
500515,Juti,9,0,1,0,3,0,1,1883,3460,724,6067
500520,Ladário,0,0,0,0,0,0,1,6784,11983,1613,20380
500525,Laguna Carapã,6,0,1,0,2,0,1,2088,3880,617,6585
500540,Maracaju,44,0,5,0,19,0,4,11649,25556,2806,40011
500560,Miranda,23,0,2,0,7,0,0,8298,15480,2378,26156
500568,Mundo Novo,36,0,2,0,8,0,0,4745,10728,2178,17651
500570,Naviraí,70,0,9,0,25,0,3,13855,31125,4009,48989
500580,Nioaque,6,0,1,0,1,0,0,3841,8638,1355,13834
500600,Nova Alvorada do Sul,18,0,2,0,6,0,3,5130,11323,1041,17494
500620,Nova Andradina,69,0,9,0,29,0,17,12443,30384,4401,47228
500625,Novo Horizonte do Sul,9,0,1,0,1,0,0,1355,2935,536,4826
500630,Paranaíba,108,0,4,0,39,0,7,9711,25878,5132,40721
500635,Paranhos,10,0,2,0,5,0,0,5085,6418,967,12470
500640,Pedro Gomes,28,0,1,0,3,0,1,1852,4867,1017,7736
500660,Ponta Porã,97,10,8,2,56,5,11,25871,48396,7066,81333
500690,Porto Murtinho,16,0,1,0,4,0,1,4650,9381,1229,15260
500710,Ribas do Rio Pardo,16,0,2,0,4,0,1,6187,13881,1318,21386
500720,Rio Brilhante,41,0,3,0,12,0,1,9997,20389,2280,32666
500730,Rio Negro,6,0,1,0,2,0,2,1098,2989,758,4845
500740,Rio Verde de Mato Grosso,29,0,2,0,6,0,0,4967,11825,2188,18980
500750,Rochedo,9,0,0,0,0,0,0,1189,3048,635,4872
500755,Santa Rita do Pardo,8,0,1,0,1,0,0,1660,4583,684,6927
500769,São Gabriel do Oeste,36,0,4,0,16,0,0,7294,15073,1710,24077
500770,Sete Quedas,18,0,3,0,7,0,0,2805,6432,1302,10539
500790,Sidrolândia,27,0,3,0,6,0,0,12697,28117,3707,44521
500793,Sonora,10,0,1,0,4,0,2,4433,10166,752,15351
500795,Tacuru,8,0,2,0,5,0,2,3741,5623,859,10223
500797,Taquarussu,4,0,1,0,2,0,1,834,2186,420,3440
500830,Três Lagoas,113,10,8,3,63,7,30,29603,68225,10406,108234
500840,Vicentina,5,0,1,0,4,0,0,1339,3636,941,5916
510020,Água Boa,62,0,5,0,18,0,4,6471,14202,1570,22243
510025,Alta Floresta,84,0,11,0,46,0,8,14256,32126,4011,50393
510030,Alto Araguaia,34,0,1,0,4,0,0,4108,10424,1647,16179
510060,Alto Taquari,24,0,1,0,1,0,3,2789,5615,412,8816
510080,Apiacás,28,0,1,0,3,0,0,2416,5616,596,8628
510100,Araguaiana,12,0,0,0,0,0,0,724,2014,361,3099
510125,Araputanga,16,0,0,0,1,0,2,4314,9999,1364,15677
510130,Arenápolis,10,0,0,0,0,0,0,2555,6380,1085,10020
510140,Aripuanã,33,0,2,0,7,0,0,6185,12177,986,19348
510160,Barão de Melgaço,11,0,0,0,0,0,0,1622,4602,960,7184
510170,Barra do Bugres,59,0,5,0,19,0,1,9458,20442,2387,32287
510180,Barra do Garças,78,10,5,2,29,8,9,16320,36983,5517,58820
510190,Brasnorte,31,0,3,0,8,0,2,4878,10212,985,16075
510250,Cáceres,174,16,9,3,141,14,91,25967,55009,8367,89343
510260,Campinápolis,21,0,1,0,2,0,0,5753,7398,1057,14208
510263,Campo Novo do Parecis,30,0,2,0,8,0,7,9747,19511,1076,30334
510267,Campo Verde,25,0,4,0,14,0,2,11000,22136,1852,34988
510268,Campos de Júlio,16,0,1,0,2,0,1,1951,3588,171,5710
510270,Canarana,41,0,2,0,5,0,1,6165,12287,1374,19826
510279,Carlinda,1,0,0,0,0,0,1,2830,6475,1310,10615
510300,Chapada dos Guimarães,2,0,0,0,0,0,3,4867,10980,2048,17895
510305,Claudia,14,0,2,0,2,0,0,3028,7021,803,10852
510310,Cocalinho,16,0,1,0,2,0,0,1405,3508,459,5372
510320,Colíder,81,8,6,1,26,4,17,8329,20068,3219,31616
510325,Colniza,28,0,1,0,6,0,1,8561,17883,1421,27865
510330,Comodoro,31,0,8,0,9,0,0,5918,11463,1341,18722
510335,Confresa,46,0,2,0,25,0,1,8307,16144,1838,26289
510337,Cotriguaçu,33,0,1,0,4,0,1,4313,9768,862,14943
510340,Cuiabá,1421,150,25,9,605,122,573,153725,377261,45649,576635
510345,Denise,0,0,0,0,0,0,0,2256,5399,605,8260
510350,Diamantino,36,0,1,0,7,0,3,5968,13185,1583,20736
510360,Dom Aquino,15,0,1,0,2,0,0,1776,4983,1113,7872
510385,Gaúcha do Norte,17,0,1,0,1,0,0,2242,3898,417,6557
510390,General Carneiro,15,0,1,0,1,0,1,1745,2928,514,5187
510410,Guarantã do Norte,34,0,3,0,12,0,9,9005,21627,2452,33084
510420,Guiratinga,18,0,1,0,2,0,1,2832,8750,2032,13614
510455,Itaúba,16,0,0,0,0,0,0,1393,2720,362,4475
510460,Itiquira,35,0,1,0,4,0,0,3171,7761,782,11714
510480,Jaciara,30,0,3,0,11,0,5,7428,16674,2330,26432
510500,Jauru,32,0,1,0,2,0,1,2664,5991,1129,9784
510510,Juara,34,0,1,0,10,0,5,9649,21143,2536,33328
510515,Juína,76,0,6,0,44,0,2,11701,24986,3326,40013
510517,Juruena,19,0,1,0,5,0,1,3408,7490,662,11560
510520,Juscimeira,31,0,2,0,3,0,0,2701,7098,1368,11167
510525,Lucas do Rio Verde,65,0,5,0,30,0,26,16757,34325,1847,52929
510550,Vila Bela da Santíssima Trindade,41,0,1,0,6,0,2,4638,8771,1035,14444
510558,Marcelândia,21,0,2,0,4,0,3,3507,7239,820,11566
510560,Matupá,26,0,1,0,6,0,3,4853,9185,1086,15124
510562,Mirassol d'Oeste,39,0,2,0,4,0,2,6801,16623,2355,25779
510590,Nobres,34,0,3,0,6,0,1,4447,9125,1554,15126
510600,Nortelândia,30,0,1,0,2,0,0,1676,3948,720,6344
510610,Nossa Senhora do Livramento,16,0,1,0,1,0,0,2822,6812,1673,11307
510615,Nova Bandeirantes,15,0,0,0,0,0,0,3344,7957,883,12184
510620,Nova Brasilândia,13,0,0,0,0,0,0,1035,2724,488,4247
510622,Nova Mutum,27,0,4,0,19,0,1,11766,23684,1270,36720
510623,Nova Olímpia,34,0,2,0,7,0,2,5471,11287,1002,17760
510625,Nova Xavantina,34,0,2,0,9,0,0,5199,12795,2064,20058
510627,Novo Horizonte do Norte,15,0,1,0,2,0,1,901,2379,477,3757
510628,Novo São Joaquim,26,0,1,0,1,0,0,1582,3685,559,5826
510629,Paranaíta,32,0,1,0,2,0,0,3074,6914,953,10941
510630,Paranatinga,35,0,2,0,4,0,0,5986,12425,1686,20097
510637,Pedra Preta,31,0,2,0,3,0,2,4378,10147,1645,16170
510642,Peixoto de Azevedo,57,0,4,0,32,0,2,10245,19232,2280,31757
510650,Poconé,58,0,4,0,10,0,2,8976,19128,3467,31571
510670,Ponte Branca,21,0,1,0,1,0,0,370,1024,286,1680
510675,Pontes e Lacerda,29,0,5,0,25,0,3,12685,26949,3163,42797
510677,Porto Alegre do Norte,18,0,0,0,0,0,0,3060,6653,953,10666
510680,Porto dos Gaúchos,21,0,1,0,3,0,0,1499,3407,444,5350
510700,Poxoréo,77,0,2,0,6,0,6,4439,10347,2289,17075
510704,Primavera do Leste,79,8,2,2,23,7,16,17696,36491,2843,57030
510706,Querência,26,0,2,0,5,0,0,5098,8914,673,14685
510710,São José dos Quatro Marcos,23,0,0,0,0,0,0,4612,12166,2143,18921
510718,Ribeirão Cascalheira,29,0,1,0,2,0,0,2743,5589,830,9162
510719,Ribeirãozinho,15,0,1,0,1,0,0,628,1373,245,2246
510720,Rio Branco,18,0,1,0,1,0,0,1258,3244,608,5110
510730,São José do Rio Claro,22,0,1,0,4,0,1,5026,11460,1243,17729
510735,São José do Xingu,8,0,0,0,0,0,0,1660,3284,274,5218
510760,Rondonópolis,337,56,13,5,225,45,69,57564,133913,16639,208116
510770,Rosário Oeste,55,0,3,0,5,0,0,4240,10444,2245,16929
510775,Salto do Céu,14,0,1,0,1,0,0,995,2294,482,3771
510777,Santa Terezinha,22,0,1,0,2,0,1,2296,4362,618,7276
510780,Santo Antônio do Leverger,20,0,0,0,0,0,0,4691,11434,2316,18441
510785,São Félix do Araguaia,44,0,1,0,6,0,0,2886,6608,930,10424
510787,Sapezal,34,0,2,0,6,0,5,6560,13323,559,20442
510790,Sinop,109,13,3,1,78,6,45,39704,78335,6869,124908
510792,Sorriso,97,16,6,1,73,10,31,24044,47293,3438,74775
510794,Tabaporã,15,0,1,0,2,0,0,2698,6296,638,9632
510795,Tangará da Serra,94,0,10,0,41,0,37,24524,57324,6555,88403
510800,Tapurah,21,0,1,0,3,0,0,3257,7749,397,11403
510805,Terra Nova do Norte,37,0,2,0,4,0,1,2936,6714,1269,10919
510810,Tesouro,14,0,1,0,1,0,0,669,2163,454,3286
510820,Torixoréu,22,0,1,0,1,0,0,834,2524,580,3938
510835,Vale de São Domingos,5,0,0,0,0,0,0,782,1900,305,2987
510840,Várzea Grande,220,30,17,6,178,20,55,75724,168943,18430,263097
510860,Vila Rica,21,0,0,0,0,0,0,6215,13866,1458,21539
510885,Nova Marilândia,8,0,0,0,0,0,1,892,1864,259,3015
510895,Nova Monte Verde,13,0,0,0,0,0,0,2260,5198,659,8117
520010,Abadiânia,9,0,0,0,0,0,0,3936,10467,1725,16128
520013,Acreúna,38,0,2,0,3,0,3,5217,13195,1899,20311
520017,Água Fria de Goiás,12,0,0,0,0,0,0,1261,3208,492,4961
520025,Águas Lindas de Goiás,39,0,4,0,16,0,0,52569,104181,6406,163156
520030,Alexânia,34,0,3,0,10,0,2,7169,14796,2566,24531
520050,Aloândia,14,0,0,0,0,0,0,416,1248,375,2039
520060,Alto Paraíso de Goiás,17,0,1,0,1,0,0,2076,4312,565,6953
520080,Alvorada do Norte,32,0,1,0,6,0,0,2414,4906,795,8115
520085,Americano do Brasil,17,0,1,0,2,0,0,1378,3565,669,5612
520090,Amorinópolis,13,0,1,0,1,0,0,768,2181,577,3526
520110,Anápolis,473,81,19,9,279,52,96,95028,222172,34031,351231
520130,Anicuns,44,0,0,0,0,0,1,4391,13498,2292,20181
520140,Aparecida de Goiânia,854,49,32,2,318,26,107,133098,313792,28750,475640
520150,Aporé,18,0,1,0,1,0,0,996,2478,398,3872
520160,Araçu,17,0,1,0,2,0,0,822,2337,590,3749
520170,Aragarças,53,0,2,0,4,0,1,4635,12076,1875,18586
520180,Aragoiânia,9,0,0,0,0,0,0,2278,5416,1003,8697
520215,Araguapaz,10,0,1,0,2,0,0,1658,4808,843,7309
520235,Arenópolis,17,0,1,0,2,0,0,690,1986,500,3176
520250,Aruanã,15,0,1,0,2,0,0,2208,4907,635,7750
520280,Avelinópolis,12,0,1,0,1,0,0,497,1554,329,2380
520320,Barro Alto,22,0,1,0,3,0,0,2462,5801,826,9089
520330,Bela Vista de Goiás,26,0,4,0,9,0,2,6588,16410,2883,25881
520340,Bom Jardim de Goiás,23,0,1,0,1,0,0,1925,5297,1172,8394
520350,Bom Jesus de Goiás,25,0,4,0,10,0,4,5589,13875,1880,21344
520355,Bonfinópolis,2,0,0,0,0,0,0,2144,4884,799,7827
520380,Britânia,23,0,1,0,4,0,0,1429,3499,638,5566
520390,Buriti Alegre,25,0,2,0,4,0,2,2090,5521,1511,9122
520393,Buriti De Goiás,14,0,1,0,1,0,0,620,1650,337,2607
520400,Cabeceiras,12,0,1,0,1,0,0,2117,4593,660,7370
520410,Cachoeira Alta,26,0,1,0,3,0,0,2377,7025,1274,10676
520425,Cachoeira Dourada,18,0,1,0,2,0,1,1937,5129,1122,8188
520430,Caçu,28,0,1,0,5,0,1,3050,8860,1777,13687
520440,Caiapônia,39,0,2,0,9,0,1,3810,10941,2216,16967
520450,Caldas Novas,85,0,2,0,19,0,21,20810,47600,6819,75229
520465,Campinaçu,22,0,1,0,1,0,0,865,2255,453,3573
520470,Campinorte,16,0,1,0,3,0,0,2990,7196,1123,11309
520480,Campo Alegre de Goiás,18,0,1,0,1,0,1,1475,3980,590,6045
520490,Campos Belos,28,0,2,0,6,0,3,5574,11536,1595,18705
520500,Carmo do Rio Verde,17,0,0,0,1,0,0,2191,5804,1113,9108
520505,Castelândia,15,0,1,0,1,0,0,717,2305,444,3466
520510,Catalão,195,20,6,3,35,10,28,22315,60606,8608,91529
520520,Caturaí,18,0,1,0,1,0,0,1045,3053,517,4615
520530,Cavalcante,16,0,1,0,2,0,0,3036,5182,914,9132
520540,Ceres,166,4,6,1,39,4,30,4943,13749,2531,21223
520545,Cezarina,15,0,1,0,2,0,0,2096,4982,807,7885
520547,Chapadão do Céu,21,0,1,0,3,0,0,2598,5029,272,7899
520549,Cidade Ocidental,20,0,0,0,0,0,0,18187,37013,3122,58322
520551,Cocalzinho de Goiás,22,0,1,0,1,0,2,4748,11030,1570,17348
520552,Colinas do Sul,11,0,1,0,2,0,0,937,2040,387,3364
520570,Córrego do Ouro,16,0,1,0,2,0,1,584,1605,378,2567
520580,Corumbá de Goiás,14,0,1,0,1,0,0,2355,6357,1314,10026
520590,Corumbaíba,26,0,2,0,3,0,1,1858,5364,1068,8290
520620,Cristalina,42,0,3,0,12,0,3,15230,30224,3371,48825
520630,Cristianópolis,8,0,1,0,1,0,0,634,1820,442,2896
520640,Crixás,60,0,2,0,6,0,0,4032,10244,1672,15948
520650,Cromínia,11,0,1,0,1,0,0,718,2185,578,3481
520660,Cumari,14,0,1,0,1,0,0,616,1774,522,2912
520670,Damianópolis,13,0,1,0,2,0,0,864,2038,414,3316
520680,Damolândia,15,0,1,0,1,0,0,556,1838,335,2729
520710,Diorama,14,0,0,0,0,0,1,462,1571,372,2405
520725,Doverlândia,24,0,1,0,1,0,0,1845,4935,912,7692
520735,Edealina,10,0,0,0,0,0,0,909,2283,562,3754
520740,Edéia,25,0,1,0,3,0,0,2792,7372,1249,11413
520750,Estrela do Norte,22,0,1,0,1,0,0,820,2113,403,3336
520753,Faina,19,0,0,0,0,0,0,1507,4302,927,6736
520760,Fazenda Nova,16,0,1,0,1,0,0,1213,3896,962,6071
520780,Firminópolis,26,0,1,0,8,0,1,2175,7520,1895,11590
520790,Flores de Goiás,7,0,1,0,1,0,0,3076,7899,1023,11998
520800,Formosa,59,0,8,0,37,0,9,30522,65671,7963,104156
520810,Formoso,25,0,1,0,2,0,0,1109,2970,655,4734
520830,Divinópolis de Goiás,24,0,1,0,1,0,0,1392,2940,571,4903
520840,Goianápolis,18,0,2,0,2,0,0,3115,6759,1045,10919
520850,Goiandira,26,0,1,0,1,0,1,1066,3253,879,5198
520860,Goianésia,171,5,3,0,24,0,17,16121,39656,5953,61730
520870,Goiânia,2689,461,64,39,1691,317,783,331081,907118,127724,1365923
520880,Goianira,55,0,3,0,7,0,3,11998,22971,2530,37499
520890,Goiás,41,10,2,1,5,1,5,5991,15470,3277,24738
520910,Goiatuba,59,0,5,0,10,0,5,7724,20767,4138,32629
520960,Heitoraí,19,0,1,0,2,0,0,772,2232,504,3508
520970,Hidrolândia,21,0,2,0,7,0,0,5128,11381,1883,18392
520980,Hidrolina,28,0,1,0,1,0,0,898,2460,588,3946
520990,Iaciara,16,0,1,0,4,0,2,3523,7450,1052,12025
520993,Inaciolândia,16,0,0,0,0,0,0,1334,3620,636,5590
520995,Indiara,20,0,1,0,5,0,2,3923,8918,1330,14171
521000,Inhumas,53,0,1,0,5,0,1,11795,32108,5718,49621
521010,Ipameri,104,0,1,0,2,0,0,5908,15874,3317,25099
521020,Iporá,33,0,1,0,3,0,8,6959,20093,4534,31586
521030,Israelândia,7,0,0,0,0,0,0,563,1836,430,2829
521040,Itaberaí,24,0,0,0,0,0,0,9425,23943,3557,36925
521060,Itaguaru,19,0,1,0,1,0,1,1051,3422,846,5319
521080,Itajá,18,0,1,0,2,0,0,1158,3120,664,4942
521090,Itapaci,41,0,2,0,7,0,0,5218,12151,1951,19320
521100,Itapirapuã,23,0,2,0,1,0,1,1862,4544,1049,7455
521120,Itapuranga,81,0,3,0,14,0,3,5971,16780,3482,26233
521130,Itarumã,17,0,1,0,1,0,0,1592,4066,715,6373
521140,Itauçu,18,0,2,0,4,0,0,1701,5484,1311,8496
521150,Itumbiara,120,10,7,0,40,0,20,23026,61905,11210,96141
521160,Ivolândia,10,0,1,0,1,0,0,493,1664,412,2569
521170,Jandaia,13,0,1,0,1,0,1,1352,3832,951,6135
521180,Jaraguá,76,0,1,0,2,0,1,11328,27513,3939,42780
521190,Jataí,105,10,6,2,45,5,21,24013,57543,9446,91002
521200,Jaupaci,10,0,1,0,1,0,0,670,1833,446,2949
521210,Joviânia,17,0,1,0,1,0,0,1604,4630,812,7046
521220,Jussara,30,0,2,0,5,0,0,4720,12145,2316,19181
521230,Leopoldo de Bulhões,0,0,0,0,0,0,0,1873,5029,823,7725
521250,Luziânia,44,0,3,0,12,0,8,54788,111707,11605,178100
521260,Mairipotaba,13,0,1,0,1,0,0,491,1527,353,2371
521270,Mambaí,16,0,0,0,0,0,0,2203,4282,564,7049
521280,Mara Rosa,18,0,1,0,1,0,0,2491,6515,1329,10335
521290,Marzagão,23,0,1,0,1,0,0,585,1261,299,2145
521295,Matrinchã,14,0,1,0,1,0,0,1065,2834,446,4345
521300,Maurilândia,12,0,1,0,2,0,0,3189,7526,945,11660
521308,Minaçu,48,0,2,0,8,0,7,8121,19531,3226,30878
521310,Mineiros,154,0,3,0,11,0,8,16130,36080,5130,57340
521350,Monte Alegre de Goiás,16,0,1,0,1,0,0,2212,4530,845,7587
521370,Montes Claros de Goiás,24,0,1,0,2,0,0,1920,5115,997,8032
521375,Montividiu,13,0,1,0,2,0,1,2850,7390,768,11008
521380,Morrinhos,74,0,4,0,17,0,8,10348,26867,5556,42771
521385,Morro Agudo de Goiás,19,0,1,0,1,0,0,533,1443,354,2330
521390,Mossâmedes,19,0,1,0,2,0,0,1033,3114,758,4905
521400,Mozarlândia,20,0,1,0,5,0,0,3661,8897,1224,13782
521405,Mundo Novo,18,0,1,0,5,0,0,1593,3817,727,6137
521410,Mutunópolis,19,0,1,0,1,0,0,1022,2330,512,3864
521440,Nazário,16,0,0,0,0,0,0,1827,5161,1008,7996
521450,Nerópolis,52,48,1,10,4,20,31,7104,16317,2232,25653
521460,Niquelândia,58,0,3,0,13,0,3,10377,27156,4187,41720
521470,Nova América,4,0,0,0,0,0,0,535,1396,359,2290
521483,Nova Crixás,45,0,2,0,4,0,0,3147,7731,1118,11996
521500,Nova Veneza,18,0,0,0,0,0,1,1947,5354,981,8282
521520,Novo Brasil,9,0,1,0,1,0,0,755,2147,578,3480
521530,Orizona,19,0,3,0,6,0,0,3420,9161,2044,14625
521550,Ouvidor,31,0,1,0,1,0,0,1252,3613,774,5639
521560,Padre Bernardo,28,0,1,0,4,0,0,8723,16683,2703,28109
521565,Palestina de Goiás,19,0,1,0,2,0,0,750,2226,423,3399
521570,Palmeiras de Goiás,6,0,0,0,0,0,0,6128,15881,2734,24743
521580,Palmelo,10,0,1,0,1,0,0,514,1376,397,2287
521590,Palminópolis,19,0,1,0,1,0,1,751,2292,537,3580
521600,Panamá,9,0,0,0,0,0,0,562,1618,452,2632
521630,Paranaiguara,30,0,0,0,0,0,2,2013,5814,1290,9117
521640,Paraúna,20,0,1,0,3,0,1,2689,6884,1285,10858
521680,Petrolina de Goiás,24,0,3,0,9,0,0,1973,6748,1325,10046
521710,Piracanjuba,60,0,4,0,10,0,2,5065,15012,3641,23718
521720,Piranhas,28,0,1,0,3,0,0,2498,7018,1645,11161
521730,Pirenópolis,45,0,4,0,23,0,6,5784,14533,2669,22986
521740,Pires do Rio,38,0,1,0,3,0,1,6680,18535,3878,29093
521760,Planaltina,70,0,4,0,20,0,3,27420,51126,4968,83514
521770,Pontalina,22,0,2,0,4,0,1,3982,10706,2580,17268
521800,Porangatu,56,0,2,0,14,0,1,11119,27019,4375,42513
521805,Porteirão,16,0,0,0,0,0,1,894,2212,260,3366
521810,Portelândia,17,0,1,0,1,0,0,971,2432,434,3837
521830,Posse,53,0,3,0,16,0,3,9976,20006,2380,32362
521850,Quirinópolis,43,0,4,0,18,0,4,10783,28744,5167,44694
